earlyAD,lateAD
GIMD1,OR8B2
AC000036.1,C6orf47-AS1
PAPPA-AS2,AC013476.1
C15orf32,LINC02713
MPDU1,IAPP
TFDP1,CEP55
AC107302.2,C19orf85
SLCO1B7,TNFRSF13C
AL354810.1,AC009269.3
AC007003.1,LINC01888
AC129926.1,AC005086.2
FBXO45,AC092447.5
AC020656.2,LOXL4
ZC3H15,AC005072.1
AC023787.1,AP000424.1
AC091819.2,AL359916.1
HIRIP3,AC018552.2
LINC01683,TRAJ22
IL17REL,AC091393.2
AADACL2,LINC02142
AL031985.3,ITGB1BP2
APCDD1L-DT,AP003774.1
LINC02544,MYL4
AC021483.1,C10orf91
AC092894.1,LINC02066
AL391001.1,FKBPL
AC091944.1,NOTCH4
LGALS9C,AC132807.1
AC060766.4,LINC01228
AC015563.1,AC022201.1
AC098818.2,AC005954.2
AL023283.1,DAOA
TLX3,AC009468.1
AL731661.1,AL513327.3
PAX1,AL669841.1
AL353730.1,ZNF295-AS1
AL583722.2,AC011451.1
AL354702.2,AC009117.2
ALDH7A1,AL359844.1
AC003975.1,TRBV22OR9-2
WWC2-AS2,DEFB106A
FILNC1,AL390856.1
TRAF3IP2,AC098680.1
LINC01147,IGKV2-23
AL163195.2,AL357874.2
SPAM1,TRAJ59
FOXL2,ETDC
KLF17,IGKV2D-26
IL3RA,ODAM
CXorf21,AC012229.1
AC090970.1,AC074389.1
DDX6,TRAJ50
EXOC3L4,APOBEC3B
AC004129.3,HIST1H3I
CLSPN,AC247036.1
AC009120.5,FP475955.2
AC023128.1,LINC01809
AC106895.1,TNP2
AC104809.1,KRTAP2-3
AL024507.2,KRTAP4-1
FOLR1,HIST3H3
MGMT,AC013644.1
LINC02704,CD1C
PRAMEF6,AL133477.3
HIST1H2AJ,AC027237.4
AP005202.2,KRTAP6-2
OR2B6,LINC01755
GOLGA8F,AP001120.1
AL162591.2,AC068789.1
UBD,AC010894.4
AC019349.1,OR6C3
AC018553.1,AC091062.1
PRR32,AP001189.1
AC018450.2,TRBV4-2
AP005131.4,AL591719.2
ITGAD,DEFB115
AC022447.6,TRBV22-1
AC017071.1,IFNA10
AC068633.2,AC113423.1
LINC02294,AL606970.4
AL031123.2,MBD3L2B
NFKBIB,AC022034.4
ADAM20,AC022441.1
AC099489.3,AC008799.2
IL17F,C5orf64-AS1
MYL10,AC005789.1
AC112722.1,AC069234.3
AC005329.2,AL049646.2
ZNF827,SRY
AC011498.2,MBD3L4
CSF2RB,TAAR8
LYPLA2,AC079360.1
AC005828.1,AC009041.3
AC103808.1,SPATA31E1
AC011525.1,AC005632.5
SNAI1,AC010536.1
DNAJC22,AL391987.4
GPR65,CDHR3
UXT-AS1,LINC02831
ANHX,AL035661.2
LINC01913,AL606469.1
DECR2,AC015795.1
TAF15,AL162727.2
FAM9A,AC007601.1
TSSC4,GNAT2
AC009396.1,EI24
TXNIP,LINC01087
AC002407.1,AL627232.1
AC108073.3,AL138921.1
AC008278.1,OR52A5
AL513477.2,AL160408.2
TEK,AC008764.3
AC009005.1,AC005258.2
AC011462.3,AL583722.2
AL122023.1,AC108025.1
PSMA6,AC108052.1
U2SURP,LINC02661
AL357568.2,ARL14EPL
LINC01370,AP001999.2
PPY,RBPJL
AC044784.1,TCL1B
ADRA2C,WASF1
AC104958.1,AC011853.2
AC112721.1,AC010872.2
AC068535.1,AP000265.1
DEFB119,PRNT
AC109462.1,LINC00489
C14orf180,AC097480.1
AC067817.1,DCTN6
AP000233.2,LINC01555
AC018678.1,GJA10
AXL,AFF1
LINC01727,LINC01558
PKDREJ,AC010547.2
AC138655.1,AC087878.1
AJ239318.1,NDUFAF2
MRPL23-AS1,LINC00858
AL021391.1,LINC02129
C1orf195,AL590714.1
TXNDC11,AC022201.2
SLC9A3R2,OLMALINC
AL512506.1,TEX30
LINC00605,AL139351.2
AC091564.4,HSD17B13
OR8B2,AC132807.2
AL139280.2,AC051619.7
FOXQ1,PDK1
MUSK,RRBP1
SLC10A3,LNCARSR
LINC01801,AC099487.1
AC021613.3,AC073863.1
LRP5,AL512283.2
AC004832.4,AL121658.1
AC103858.2,AC006450.1
GANC,AC084880.2
AC084866.2,LINC01259
AC093525.3,AL138830.1
BX842570.1,AC226118.1
AC021491.4,AL592114.3
ADH6,AC133485.5
AC005703.1,SPINK6
AC020743.1,AL121584.1
AL133387.2,AP006437.1
LINC02496,AP005210.2
LINC00940,LINC01729
CDK10,AC113618.2
LINC00556,CYP2W1
CGB2,SLC7A13
IGLVIVOR22-2,AC084782.2
AC245519.2,AC020907.3
TAF11L12,AC010605.1
AC104564.1,AL606519.1
TRIM15,TBX20
AC007688.3,CASD1
AC021220.2,LINC02232
MAP7D3,AC024132.1
GRAP2,SORCS3-AS1
AC090559.1,AC130324.1
AL445072.1,AC108063.1
ZNF319,AP001885.3
ZNHIT2,AL139220.2
AL121899.3,AL359538.3
AC009731.1,AL157932.1
AC104365.3,LINC01572
AC020931.1,AC010266.1
LINC00477,AC051618.1
AC243654.3,AC010519.1
LINC02086,KRT24
KRAS,AC010729.1
AC092687.1,FABP9
SHISA2,LINC00996
AC100861.2,FABP12
AC017083.1,AP000439.1
AC005291.2,DEFB107A
AC009812.3,AC100844.1
GOLGA6B,SEMA3B-AS1
USB1,LINC02562
AC084212.1,ERP27
AC008080.4,AC008798.2
AC005383.1,F12
ODF3,OR4D1
SLC27A3,OR2L8
OR7G3,AP002991.2
KRTAP21-1,AC004893.3
PANDAR,AL021392.1
TRDV3,LINC02616
AC089998.2,TRAF3IP2
AC104695.1,AL356317.2
SRMS,AL133456.1
LINC02678,AC006369.2
AL121894.1,AC024267.3
hsa-mir-1253,OR1J2
DEFB114,AC104051.2
AL646090.1,LINC00316
KRT7-AS,AC108516.1
AC074389.2,OLFML3
AP001471.1,DMC1
LINC02329,ITIH4-AS1
AC136352.2,TRPM8
TTTY1,MYBPC1
AL121612.2,AL121999.1
IL36RN,CSRP3
THUMPD2,AC104257.1
PPP2R5C,AP001107.3
AL020997.3,AL161645.2
AC020663.3,NBPF4
IFNW1,AC024559.2
AL121888.2,AC007952.3
FXYD4,AL391244.1
LINC01851,PARAL1
NPBWR1,AC118755.1
MRPL55,AL031848.1
AC009229.3,MOCOS
ACSM2B,LINC01544
AC244090.3,LINC00421
AP005131.2,LINC02528
AC015802.1,AL096828.2
AC015909.4,AC004461.2
AC090952.2,AL162425.1
LINC01867,AC108063.2
AC007497.1,HOXB-AS4
AC117500.2,UGT2B10
ADGRF4,AL583803.1
RIMBP3,WRAP53
AC092807.3,AC025370.1
AC078874.1,IGLL1
LBX2,HUS1
LINC01587,AC131097.3
PDZD9,AC003070.1
NAV2-AS5,BANF2
AC003044.1,AC007029.1
AC063965.2,AL139022.2
AL669970.2,BAG2
AC114550.3,MMP2-AS1
AL357139.2,AL500522.1
NTMT1,ISG20
PROP1,FAM87B
RUNX2-AS1,AL050338.2
ZFP92,AL031587.4
TMCO1-AS1,AC008632.1
RAB4A,BPIFB3
CFAP44,FRMPD4-AS1
IAH1,AC110792.4
AC211433.2,AL590705.3
AC003684.1,AC245884.10
AC089987.2,SLC1A5
AC006065.4,PRH2
AC005277.2,SPERT
AC103993.1,PYGL
TMPO-AS1,AC023830.2
C12orf66,RAET1L
TCF23,AL445423.1
SGO2,AL137246.2
AL353600.1,LYZL6
LINC02209,AC007350.1
ELF4,AL136181.1
LINC02858,AP000281.2
NAV2-IT1,C6orf223
AL138826.1,GATA6
LINC02790,LINC01671
AC079329.1,AC130888.1
AL021877.2,AL136097.2
AC010196.1,USP18
TSGA13,TRIM42
AL356961.1,LINC02332
LINC02266,C10orf120
AC009554.2,OR9I1
KIRREL3-AS3,AC087565.2
LDHAL6B,TSSC4
NMBR-AS1,CPSF4L
GTF2A1L,LINC01402
AL132822.1,AP000593.4
AL360093.1,SNX19
AC103808.3,IL1A
CD3G,RFX7
AL445309.1,AL355612.1
AL133467.1,TGIF2
AL157932.1,GORASP1
FBP1,GPAT2
AL627309.4,C12orf57
AC018943.1,AC008875.3
AL136368.1,ENTPD8
AC136616.1,AC084018.4
AC105101.2,AC068135.2
AC083862.3,AC113346.1
IFT80,AL133330.2
AC006459.1,TEX13C
XXYLT1-AS2,APOF
TACR2,LCT
IGF2BP2-AS1,AC133785.1
SALL4,FAM205C
ANKDD1B,AC011491.2
CAPG,SYT2
AC080129.1,TULP1
HSFX4,Z93930.3
UBOX5,AL929236.1
LINC01839,FABP1
AL357315.1,LINC02052
DCTPP1,AL031429.1
UCN3,AC012451.1
ENAM,AP000759.1
TOMM22,AC130343.2
AL136172.1,AL109610.1
FKBPL,ACTN4
P2RY11,AC068418.2
NDUFB2-AS1,AC093326.1
USP9Y,AC097713.3
AC092675.1,SIRPG-AS1
LINC01206,AC004672.2
AC073611.1,AC012325.1
AC021422.1,AC084759.2
OVOL1-AS1,AL022162.1
TMSB15B,AL391863.2
AC010997.4,CACNA1C-IT2
SYNJ2-IT1,UBE2E1-AS1
AC004448.5,C19orf67
Z98884.2,AL356807.1
CEP135,LINC00363
AC105265.3,AL360013.3
C6orf163,AL133163.3
AC022784.2,AC006538.4
AC005144.1,CELA3B
OGFRP1,GYPC
AC097709.1,PYROXD1
AC008278.2,LINC01812
LINC01537,LINC02855
AL645924.1,AC044802.1
AL109954.1,JCHAIN
AC114684.1,LINC01582
AMIGO3,AC087498.1
AL353997.2,AC107959.2
AC037193.1,PSD2-AS1
AC024933.1,SLC39A1
LYZL2,SCAF4
HAND1,AL021368.5
AF181450.1,STAC
ARMC4,Z97353.2
AC099343.3,FOXC2
AC026202.1,GCM1
AL390838.1,ABCB5
CRYGB,TTBK1
LINC00638,AC023469.2
PDRG1,LINC00487
AL596247.1,LPO
HPD,AC091806.1
CCL8,DPP7
AC106028.3,ADAD1
AC124283.2,AMBN
FABP5,AARD
ARPC1A,ZDHHC5
NOTCH3,AC099314.1
AC012506.1,LINC01833
SAMMSON,OTOP2
AC078880.1,AC079896.1
LINC01722,AL592494.1
ECT2,TBC1D10B
NEU1,AC122719.2
AL360295.1,MRTFB
AC037198.2,NUP62CL
AC009562.1,AP001625.2
AL035681.1,NKD1
AL121992.2,RRM1-AS1
PLEKHN1,LINC02535
AC126768.3,AC097654.1
SOX9-AS1,LINC01537
AL590235.1,AL157371.2
RTBDN,LINC00692
ARHGEF35,VBP1
AL731563.2,CYP4F8
MMP27,HAO2
FAM71F2,FO393415.1
AC009167.1,AC092637.1
AC005599.1,AL357835.1
GRIK1-AS1,AC069280.2
CCR5,TCF7L1-IT1
C16orf91,LINC01124
AC096666.1,TRDV2
CDK4,LINC00708
TMX1,AC130456.4
OR6C2,AC011632.2
AC145423.2,AC007496.1
ACTL6B,MINPP1
TONSL-AS1,AC083864.2
RIMS1,FUT6
AC090607.5,SGPL1
CD3D,LINC01075
AC245187.1,CTAGE9
LINC02827,GAGE2E
SRPRA,AL669970.2
AC008507.5,LINC01177
SMIM33,AL606500.1
AL606500.1,AL035252.5
DPYD-AS2,LINC01782
AC067838.1,NBPF6
AC087501.3,AL132657.1
AL445228.1,AC134508.2
AL022310.1,MIR497HG
AP001619.2,HSD17B2
TUBAL3,AL023574.1
HIST1H2BB,CEMP1
ZNRD2,LINC00994
AC130467.1,AIRE
AC020922.3,AC010974.1
WFDC10B,KLF2
TRPM1,AC093159.1
NCAPD3,AP000763.4
LINC01561,AP006219.3
AC018398.1,AC009097.4
AC104078.2,SFTA2
LACTB2-AS1,AC027228.1
AC078852.1,CYP4F11
C3orf52,LINC02049
AC104002.1,EHD4-AS1
RAMP3,ROCK2
LINC02702,AC147651.4
ACTR3B,ITPKB
AC091917.3,PROX2
SCAF1,CSTF1
LINC02253,AC025162.2
AP003100.3,GALNT1
METTL11B,AL512444.1
LINC02214,ACSF2
ETV5-AS1,FENDRR
SNAPC1,AL163872.1
MYOSLID,Z98257.1
ADH1C,P2RY4
AC109464.1,APOC1
AC112695.1,AC007529.1
TUBA1B,C8G
TM2D1,AC110813.1
LINC02783,AL139254.3
AIFM2,CCDC89
AC011897.1,AC107909.2
SNW1,AC106900.1
AL391497.1,AC105020.2
RPP25,LINC02151
EBP,AQP7
AL136454.1,GGTLC3
AL442067.1,AC016885.1
CXCL10,TMEM78
HNF1A,HEPACAM2
AC005609.2,AC008794.1
OCM2,MAFF
STPG3,AL513128.2
LINC00971,AC013724.1
SELENBP1,LZIC
AC008033.3,THAP4
AC009159.3,AC008278.2
ARMCX6,NLRP11
AC104024.1,PABPN1L
AC137735.3,SEMA6A-AS2
BCL9,AC021321.2
C4orf36,SRD5A2
AL121972.1,ERVFRD-1
OPN1LW,AL121672.1
KRT19,AL683887.1
CARNMT1-AS1,TBC1D28
AC100849.2,USB1
AL357614.1,AC005013.1
UPK1A-AS1,GLUD2
AL160272.1,AC022535.2
AC004147.1,AL355836.4
AC010186.1,CCL17
LINC01093,LINC02608
AL445253.1,AL513412.1
BMP10,DNASE2B
C11orf95,AL139041.1
KLK3,MLIP-IT1
AC023310.4,EMC4
AC009088.2,CABP5
AC025253.1,CLEC12A-AS1
AC026356.1,CAMTA1-IT1
FERMT1,GFI1
AC099063.1,LINC00323
AC068985.1,AL135744.1
AC108025.1,AC099343.2
CXorf49,LINC02460
AL512310.10,CLYBL-AS1
AC092130.1,FCAMR
AC021087.4,AL590399.5
AC023442.2,AC145146.1
CCL14,AC062032.1
DCAF8L1,AL049840.6
AC008632.1,AC138811.1
FOXD4L6,RPA1
FSIP2,AGMO
CRNKL1,AL022341.1
AC235097.1,PHLDB1
AC093765.4,AC079790.2
AL451064.1,AL160408.3
AC009558.1,AC112484.1
AL451080.1,LINC01938
AC048382.1,WFDC10B
AC243654.1,LINC02474
AC093158.1,AC253536.6
LINC01633,SNCA-AS1
LRIT1,AP001625.3
AL360267.1,AC087276.1
PSEN1,LINC02394
Z98752.1,TRBC1
AC092979.1,AC074139.1
REM1,LINC02022
AC046129.1,AC022360.2
AL157387.1,AC011524.1
ZNF432,AC020891.1
LINC02711,HIST1H2AI
TM4SF5,TRBV24OR9-2
AL135784.1,AL390961.1
AC092115.2,AC022537.1
CHRDL1,AP000892.3
RASA2-IT1,C4BPB
GUCY2F,AC023509.2
KLHDC4,AC011477.2
AC079460.2,AC022733.2
TFAP2A-AS1,AC096736.1
AC008687.4,GPAT4
COX18,AL353770.4
AP000569.1,VAC14-AS1
SLC25A34-AS1,AC135012.1
AC087645.2,DEFB107B
ABHD16A,AC092040.1
ZNF605,IL13RA2
AC009041.1,AC005920.1
AC102953.1,AL035454.1
FAM50B,ITPK1
AC010328.1,AC112176.1
AL450469.2,AL160271.2
AL132671.1,AC093639.3
KLHL33,AKR1B10
AC188616.1,AC103853.1
AC245140.3,AC099684.3
AC013448.1,AC104170.2
ITPKB-IT1,FAM138C
OR56A5,AL031767.1
HSFX1,AC111149.2
AC017002.1,AC009292.1
OR4M2,ASAH2
TFAP2C,AL031726.1
AC140121.1,CCDC39-AS1
AL121897.1,AC074212.1
AC117386.1,C15orf54
AC016831.6,HS1BP3-IT1
AC079896.1,H1FNT
AL391845.2,AL133244.2
SPATA16,TRGV2
AC011446.1,OR2V1
C18orf65,AC007066.3
AC018767.2,STK4
AC112253.1,LINC01040
SAP30,PLPPR3
AC010247.2,AC008798.3
LINC02372,C1orf210
ALX4,LINC02196
C17orf98,ANXA3
AC021506.1,FSIP2-AS1
AC087222.1,AC005014.3
AC012629.1,CCL26
AC019183.1,AC006213.7
C16orf90,LINC01583
OR6X1,MSX2
AC115099.1,AP000688.3
AP002761.1,AC103591.3
CRYGA,AC023632.5
RIPPLY1,LRG1
AC067942.4,MYO1A
AC099753.1,MIR5689HG
AC006017.1,GIP
AL591806.1,AC026523.4
AL035250.2,AC099541.2
NKX2-2-AS1,KLHL31
AL139348.1,EPHB3
AC006205.2,AKTIP
TRERNA1,AL136295.17
AC090371.2,CDC20
AC022445.1,AL161757.4
AC090971.5,AC068688.1
AC015878.1,BMP15
BANCR,AL591742.2
ASH1L-IT1,AP000229.1
SELENOF,AC016405.1
MAB21L4,CARMN
AL121988.1,MCMBP
TRIM49,TRGV8
TRBV23-1,AL359258.1
AC007952.5,LINC01808
AC084116.1,AL354821.1
LINC01365,AL163195.2
AC109309.1,TGM5
LINC02155,LINC02549
LARGE1,GRHL2
FGD2,RIMS4
AC024075.1,IGF2BP3
PIP,BLACE
LINC01585,AC024361.3
AC244102.3,AC069410.1
AL357514.1,TRBV7-9
SLC47A2,AC135068.3
ZFHX4-AS1,TBC1D3G
RPL21,AL358972.1
NLRP1,AL355922.3
AC023403.1,TRBV9
AC007953.2,OR2G2
AL161935.3,TRAJ31
AL162727.1,OR4S2
LINC02179,AC092925.1
CDX2,TPRG1-AS2
AC011446.3,IGKV3D-11
AC020719.1,F8A2
AC011379.2,FAM197Y6
MS4A10,AC099541.1
DOCK8-AS1,AC025437.5
LINC00433,TAS2R16
PAX5,TEX44
AC019294.2,AL021153.1
SSX7,OR13C8
AC093849.1,AC022367.1
AC116903.1,AC011467.7
WBP11,AC079384.2
AL355613.1,KRT85
TPPP2,AC109464.2
SIX6,AC012379.1
AC242842.1,AC020978.4
CLEC1B,AC136285.2
AC090023.1,AC091564.3
AC093083.1,AP003385.3
UFD1,TRBV16
AC121764.2,AC015936.2
AC007387.3,CTLA4
ADD2,AC131956.3
AP005901.6,TMIGD1
G2E3-AS1,S100A5
AC007406.3,AC138625.2
AC135279.4,KRCC1
ITGB4,C20orf78
SMAGP,AC063965.2
GIP,AC110772.2
TMEM62,AC121333.1
LINC02809,AC074035.1
AC105227.1,FMOD
EVA1C,AC092115.3
AC002347.2,NHS-AS1
KRT12,FAM9C
AL158069.1,AC037487.1
BMP8B-AS1,LINC01870
AC096559.1,AC093799.1
AC125603.1,AC120049.1
AP001351.1,AC013401.1
LINC01290,AC015726.2
AC087276.2,AC131274.1
GPR37L1,SPIN4-AS1
AL645608.1,AC011753.2
AL358472.3,AC107081.4
AL360219.1,COX7A1
AP001363.2,OR10A3
TEX36-AS1,AC097382.2
FGF3,TUFT1
NOTCH2NLA,AC090527.3
MOS,TERB2
AC008280.3,ELK4
MDN1,DLG5-AS1
LINC01691,IFNLR1
AC048338.2,CYB5R2
SUN5,CSPP1
SOX3,PRDM9
IL6,LINC01635
EML2-AS1,SYP-AS1
AC093072.1,TOR1A
AC093627.7,AC008180.2
CFHR2,AP003100.3
AC107398.5,TENT5C
AC092803.3,MDS2
ZAP70,ERAL1
SMIM26,AC113146.1
AL713998.3,AC078850.1
LINC01672,LINC02011
FREM2-AS1,HYPM
AP001120.1,ZC3H7B
PSPN,AL160154.1
CDC14C,PLUT
GPR21,AL731533.1
AC009511.1,CYP2U1
AC012456.1,AC090970.2
UTS2,TCEAL8
SOS1-IT1,SNX25
MTRNR2L7,APOC4
AC011507.1,FAM83C
CASC20,AC098818.2
AC012557.1,LINC02765
KARS,CATSPERB
MARCH11,CLDN2
AC138696.2,AC109460.4
AC090907.1,AC108733.1
AC099344.3,ELOVL4
OR11L1,AL132656.3
AC134684.9,ASCC3
AC008991.1,ZMYM5
GATA6-AS1,AC004832.1
AL359693.1,IFNA5
HOXA10-AS,CEACAM4
LCE1E,AQP10
PPP4R3C,AC021549.1
AC099786.1,ARR3
LELP1,ACP5
FGG,CLCA1
AC023824.5,AC012494.2
AC103702.1,AC009088.1
AC093579.1,LINC02036
LINC01523,LINC00667
AL138899.3,LINC02141
AL450468.2,AC073111.1
AL050402.1,AC105020.1
TRBJ2-6,AL391730.2
TRAV7,AL353593.3
AC004944.1,AC007608.3
AC009108.2,LINC02462
AL049541.1,AC006059.4
AL049833.4,AC011396.2
AC011396.3,AL021920.3
OR4B1,AP005436.1
HIST1H2AA,AP000462.2
OR4F5,AP001542.3
LINC00307,AC244517.9
GAGE2A,AC008734.2
MAGEA1,TIAF1
NKX2-3,NIPAL4
AP003174.2,CAVIN2
AC007403.1,DNAJC8
AC011474.3,LINC00364
ELOA3B,AC018521.6
AL160391.1,FOXR2
IGKV1OR2-1,AC008592.5
AL359081.1,AC095032.1
ZBTB5,AC091057.2
AL031055.1,LINC01076
AC107032.2,STOML2
AC092071.1,AL591378.1
LINC01747,AC073263.2
CLEC2B,AC131211.1
A1CF,HHIP-AS1
AL389885.1,LINC02166
TINAGL1,ZC3H13
OR2A1-AS1,AL445493.3
AL355053.1,LINC01163
AC018714.2,LINC01169
AL008718.3,CT70
KCNH1-IT1,HERC3
TRBV17,AL136982.2
ASB11,ANKRD20A3
C1orf137,RAD54B
CD86,LINC02847
CDCP2,AC125421.1
AOC1,OR10D3
AC010319.3,KRT27
LINC02364,DOK4
CCDC174,ZMYM2
AC099552.2,TBCC
CNTD1,LINC01548
AL117339.4,AC022706.1
XAGE5,AP001010.1
LINC01233,AC005324.5
AC008738.6,AL122008.3
PARP4,AC090457.1
LINC02103,AL353593.2
AC087399.1,LINC00362
AC243965.1,AC100823.1
AC004466.1,AC118345.1
ANKRD27,LINC02423
FAM170A,AL121772.2
TLR6,LINC00111
AL807757.1,OR1N2
CRAT,BIRC5
AL591002.1,LAPTM4A
AC245427.2,CCDC63
AC245884.9,GOT2
UTP11,SLCO1C1
AL445363.2,AC008060.3
AL133395.1,AP003467.1
AC011396.2,TOR2A
AL121902.1,MAP10
LINC02286,AC087490.1
ERI3-IT1,ZBED8
MAGEB3,AC007846.1
PLAC8,CLPS
CLIP1-AS1,HAUS5
APH1A,PYCARD-AS1
GRM5-AS1,LINC00574
AL139339.2,AL355526.2
AC105343.1,IL31
BEAN1-AS1,AC126118.1
AL360267.2,NOS1
AL161457.1,AC097451.1
FP475955.3,CSTB
LINC01303,AC245519.1
SH3PXD2B,DEFB1
CD79A,PNPO
SMCO1,AC010883.2
LINC02108,OLFM2
OR52E8,AC022034.1
FOXP1-IT1,IL36B
AL035071.2,AC023794.3
AC093330.3,SETSIP
AC006296.1,CLDN19
AC110741.1,CLP1
AL355102.3,LINC01593
ADAT3,AC098679.1
LYG1,AL449223.1
AC099482.2,AC090150.2
RIPK3,AL592164.2
AL035420.2,PADI1
AL592431.1,AC011495.3
TAF13,PIK3C2G
MS4A1,AC123786.3
AL132718.1,AC097637.3
AL450344.2,BX322562.1
AC098595.1,Z99716.1
LINC01298,AL592528.1
AL499604.1,SPANXD
LINC00448,DUOXA2
FENDRR,AOC1
AC009041.4,RASGRP2
FAM78B,AL450345.2
AIF1L,AC138035.1
RWDD4,FOXS1
DLEC1,AC104758.5
AC010181.2,CCDC120
AGBL4-IT1,ENO3
AP003071.1,KIF26B
AP001150.1,AC018563.1
AC027514.2,ROBO4
AC100830.2,LINC01148
AL807757.2,AC008406.1
AC005632.5,AP2A1
APBA1,ANKRD61
NFE2,MMP26
AC105020.2,LINC01929
CRLF2,AL031770.1
AC100834.2,FEN1
TMEM221,AP003355.2
AC135178.5,HOXD10
AL109920.1,AC148476.1
AC022898.1,TTC39C-AS1
SEC16A,AL672032.1
AC060766.6,HJURP
AC002511.1,TMEM63B
AL008636.1,C3orf22
AC008982.2,AL109659.1
PSAP,AC104664.1
LINC01232,LINC01425
ITM2A,ZDHHC17
AC007881.4,FIRRE
BX640514.1,AC068672.2
ACRV1,LINC00882
AL357140.1,LINC02751
COL1A2,REPIN1
CELA1,CFAP58-DT
KRTAP5-7,AC092687.2
AC005552.1,AC093591.2
ACPP,SH3BP4
AC046130.2,AL732323.1
AL109659.1,SLC25A34-AS1
PON3,PROX1-AS1
LINC00500,KMT2E
KIR2DL4,AC093001.1
LINC01958,MRPL38
CLYBL-AS1,AL023881.1
ABHD10,AL671710.1
AC021660.2,AC024382.1
AC010105.1,GFI1B
AC106706.1,AC019155.2
PARP11,ATP7A
AC084064.1,SUN5
OR2A25,AC020911.3
TTC16,GPR62
CYP8B1,NEK4
TBILA,AC008737.1
DEXI,AL354696.1
AC099661.1,AC009411.1
BX842242.1,AC016877.1
ALDH1L2,THUMPD3
AL031186.1,SPRY3
ACP5,AC027682.1
EXOC3L1,AP000851.1
AC116351.2,CHI3L2
KISS1R,RCOR2
LINC01666,AL512631.2
PALD1,AC008760.1
AC141586.2,AC021218.1
AC138028.6,PANX3
COL8A2,NFATC3
ZBED2,AL139008.2
LINC02448,MIR2117HG
AC079298.2,EGR1
AL360013.3,NCAM1-AS1
AP000235.1,AC000065.2
AP001429.1,BMPR1B-DT
AC012360.2,SLC28A1
GPR88,AL162171.1
DES,MACO1
ODF4,RDH8
AC025048.1,AL357673.2
AC023468.1,NHSL1
AP001107.6,HLA-DQB2
AL137140.1,RORA-AS2
ZDHHC20-IT1,AC011317.1
UNC5B,STOX2
KBTBD4,NMUR1
AC090772.1,AL139243.1
AL139008.2,PCSK6-AS1
AL606748.1,CYP2C19
TROAP,AL451085.1
AL392089.1,SNAI1
AL592164.2,AC093639.2
NPHS1,AC005154.3
AC009090.6,RBM34
PRLHR,AC103879.1
TRBV20-1,PCDHGC3
CFAP99,AL031008.1
AL354919.2,HNF4G
SRFBP1,TMEM50A
N4BP3,STAT1
MFRP,TUBGCP6
WNT16,AC087863.2
WFDC6,CNN2
TNNT3,AC107068.1
B4GALT6,CXCR5
AC118549.1,AC011611.4
CCR2,ZBTB12
AC008892.1,FAM216B
PLA2G5,AL161756.3
LINC02461,TMEM63A
CXCR3,TMCO5A
AL122010.1,TMEM14B
AL136361.1,AC011462.4
LINC00208,ANTXR1
AL132708.1,LINC02442
AC009806.1,AC055878.1
AC012507.1,AC016586.1
ZNF197-AS1,TGFB2
SLC9A9-AS1,AL137026.1
AC106745.1,BIRC7
LINC01209,AC090952.2
SCGB2A2,KCNH6
AC011525.2,PUS3
AL445238.2,SF3B3
LINC02030,FABP7
PRL,AC090236.1
LINC02850,LINC01952
AC011586.2,LINC02113
FAM72B,OR11A1
CCDC198,SLC15A5
AC018767.1,ZNF526
LINC02034,LINC01374
AC099398.1,AC113348.3
AC239585.2,SHPRH
AC105362.1,GPI
AL161740.1,CEACAM5
CPS1-IT1,USP30-AS1
LINC01511,LINC01789
RNASEL,AC092669.1
GPR176-DT,ACAP1
AC005544.1,AC005746.1
OR14K1,AL162741.1
AL512358.1,AC107398.5
AC093722.1,TARM1
AC005703.3,LINC02034
AC068075.1,PRR27
SULT2A1,LINC02373
CD69,AL360295.1
HUNK-AS1,LINC01799
AC034222.2,AC004241.2
AC061709.2,HCG17
NINJ1,AC092377.1
AC002465.2,AC012485.1
SEPHS2,LINC01806
AP003119.1,AC078955.1
C19orf81,AC079584.2
LINC01028,AC037459.4
AC016737.2,AC007557.4
ZNF181,FMNL1
SIAH1,AL096828.3
AP001180.1,WDR72
AC087286.3,AC024933.2
AC005697.3,NOTUM
OR10AG1,AC016876.1
MAGEA12,AL033519.5
Z97198.1,AC113349.1
TRBV7-9,AC089983.2
AL021153.1,PLXNB1
AL512649.2,AC132216.1
AC104561.3,AC017048.1
AL136376.1,MCM7
AC025271.2,AC005540.1
IGHG2,LILRA1
AC135068.3,AL133551.1
AC007278.1,AC009487.1
LINC01650,AC090673.1
CAMP,AL845552.2
OR8H2,AC005538.1
MBD3L3,AC103718.1
AC115284.3,AL034550.1
TAAR6,AC087501.3
AC097494.1,AC005071.1
OR11H2,AC245052.7
KRT33B,LINC01554
LRRC32,AC093426.1
OR4K14,AC008966.2
AP001178.1,LINC01701
AC010255.2,AL138479.2
TAS2R41,AL353614.1
AL161618.1,CHST10
AL049829.2,SLFN12L
AL356356.1,OR13J1
LZTS2,AC005304.2
AC078878.2,AC022079.2
LINC01922,FMO1
AC004863.1,AC083864.5
AC091180.4,RBMS3-AS1
AL353803.5,LINC01525
GMNN,OSR1
ALG9,ITIH6
FOXD2,AC012555.2
SPO11,LINC02490
RMI1,AC084116.3
AC004706.1,ZNF681
C11orf49,PROCA1
SAXO2,LINC02252
KCNH6,AC006206.1
SMOC1,AL049594.1
